lead_created_pst,campaign_name,ad_group,cost,expected_revenue,clicks,conversions,contact_rate,referral_rate,ref_ms _rate
5/3/24,Campaign ABC,AG 19,0.59,0,1,0,,,
5/3/24,Campaign ABC,AG 20,26.16,0,5,1,0,0,
5/3/24,Campaign ABC,AG 21,201.32,0,30,1,0,0,
5/3/24,Campaign ABC,AG 22,22.14,0,4,0,,,
5/3/24,Campaign ABC,AG 23,8.93,0,6,0,,,
5/3/24,Campaign ABC,AG 24,5.73,0,2,0,,,
5/3/24,Campaign ABC,AG 25,21.02,0,3,0,,,
5/3/24,Campaign ABC,AG 27,1489.508204,1166.96,263,32,0.634146341,0.487804878,0.3
5/3/24,Campaign ABC,AG 28,14.8,29.08,5,0,0,1,0
5/3/24,Campaign ABC,AG 30,1.35,0,2,0,,,
5/3/24,Campaign ABC,AG 34,336.817424,19.61,80,2,0,0.25,0
5/3/24,Campaign ABC,AG 35,18.74,0,10,0,,,
5/3/24,Campaign ABC,AG 36,141.84,0,30,4,0.5,0.25,0
5/3/24,Campaign ABC,AG 37,1.79,0,1,0,,,
5/3/24,Campaign ABC,AG 38,0,0,0,0,,,
5/3/24,Campaign ABC,AG 42,5.14,0,1,0,,,
5/3/24,Campaign ABC,AG 43,125.02,0,62,2,0.666666667,0.333333333,0
5/3/24,Campaign ABC,AG 44,17.39,0,6,0,1,1,0
5/3/24,Campaign ABC,AG 45,11.87,0,4,0,,,
5/3/24,Campaign ABC,AG 46,26.71,0,6,0,,,
5/3/24,Campaign ABC,AG 47,1060.652884,1908.04,548,18,0.407407407,0.37037037,0.1
5/3/24,Campaign ABC,AG 48,9.67,0,4,0,,,
5/3/24,Campaign ABC,AG 49,9.82,52.82,1,1,1,1,0
5/3/24,Campaign ABC,AG 50,0,0,0,0,,,
5/3/24,Campaign ABC,AG 52,38.24,0,9,0,,,
5/3/24,Campaign ABC,AG 53,0,0,0,0,,,
5/3/24,Campaign ABC,AG 54,128.97,36.36,30,5,0.8,0.6,0.333333333
5/3/24,Campaign ABC,AG 55,573.48,337.37,148,10,0.571428571,0.357142857,0.4
5/3/24,Campaign ABC,AG 57,18.27,0,4,0,,,
5/3/24,Campaign ABC,AG 59,9.99,0,1,0,,,
5/3/24,Campaign ABC,AG 60,5.1,0,2,0,,,
5/3/24,Campaign ABC,AG 61,22.46,0,6,0,,,
5/3/24,Campaign ABC,AG 64,13.26,0,3,0,,,
5/3/24,Campaign ABC,AG 65,9.83,0,1,0,,,
5/3/24,Campaign ABC,AG 66,36.38,0,10,0,,,
5/3/24,Campaign ABC,AG 67,50.83,0,8,0,,,
5/3/24,Campaign ABC,AG 71,9.5,0,1,0,,,
5/2/24,Campaign ABC,AG 1,12.73,0,2,0,,,
5/2/24,Campaign ABC,AG 4,26.59,0,3,0,,,
5/2/24,Campaign ABC,AG 5,4.48,0,1,1,1,0,
5/2/24,Campaign ABC,AG 6,0,0,0,0,,,
5/2/24,Campaign ABC,AG 7,7.54,0,1,1,0,0,
5/2/24,Campaign ABC,AG 8,5.52,0,1,0,,,
5/2/24,Campaign ABC,AG 9,11.13,0,2,0,,,
5/2/24,Campaign ABC,AG 10,0,0,0,0,,,
5/2/24,Campaign ABC,AG 11,16.48,72.21,3,1,1,1,0
5/2/24,Campaign ABC,AG 12,22.39,0,3,1,0,0,
5/2/24,Campaign ABC,AG 13,2.4,0,2,0,,,
5/2/24,Campaign ABC,AG 14,8.21,0,6,0,,,
5/2/24,Campaign ABC,AG 15,6.37,0,3,0,0,0,
5/2/24,Campaign ABC,AG 16,12.4,0,3,0,,,
5/2/24,Campaign ABC,AG 17,20.65,0,4,0,,,
5/2/24,Campaign ABC,AG 19,0,0,0,0,,,
5/2/24,Campaign ABC,AG 20,22.21,7.63,5,1,1,1,0
5/2/24,Campaign ABC,AG 21,197.48,0,30,2,0.666666667,0.333333333,0
5/2/24,Campaign ABC,AG 22,41.06,286.6,7,2,0,1,1
5/2/24,Campaign ABC,AG 23,8.57,0,4,0,,,
5/2/24,Campaign ABC,AG 24,3.18,0,2,0,,,
5/2/24,Campaign ABC,AG 25,27.63,0,4,0,,,
5/2/24,Campaign ABC,AG 27,1747.872093,384.27,323,27,0.388888889,0.361111111,0.307692308
5/2/24,Campaign ABC,AG 28,15.86,0,7,1,1,0,
5/2/24,Campaign ABC,AG 30,9,0,2,0,,,
5/2/24,Campaign ABC,AG 34,238.33,7.6,61,5,0.285714286,0.285714286,0
5/2/24,Campaign ABC,AG 35,43.471647,23.1,15,1,0,1,0
5/2/24,Campaign ABC,AG 36,134.604795,0,35,2,0.333333333,0.333333333,0
5/2/24,Campaign ABC,AG 37,1.53,0,1,0,,,
5/2/24,Campaign ABC,AG 38,0,0,0,0,,,
5/2/24,Campaign ABC,AG 42,20.03,0,6,0,,,
5/2/24,Campaign ABC,AG 43,113.46,198.09,63,3,0.666666667,0.666666667,0
5/2/24,Campaign ABC,AG 44,8.17,41.93,4,1,1,1,0
5/2/24,Campaign ABC,AG 45,10.92,0,3,0,,,
5/2/24,Campaign ABC,AG 46,32.95,0,6,0,,,
5/2/24,Campaign ABC,AG 47,1119.772031,310.29,608,20,0.6,0.361111111,0.153846154
5/2/24,Campaign ABC,AG 48,3.49,0,1,0,,,
5/2/24,Campaign ABC,AG 49,0,0,0,0,,,
5/2/24,Campaign ABC,AG 50,6.78,0,1,0,,,
5/2/24,Campaign ABC,AG 52,23.82,0,8,0,,,
5/2/24,Campaign ABC,AG 53,2.59,0,1,0,,,
5/2/24,Campaign ABC,AG 54,78.47,8.66,29,2,0.75,0.5,0
5/2/24,Campaign ABC,AG 55,572.224824,2881.6,143,11,0.4,0.4,0.333333333
5/2/24,Campaign ABC,AG 57,18.31,188.97,4,1,1,1,1
5/2/24,Campaign ABC,AG 58,0,0,0,0,,,
5/2/24,Campaign ABC,AG 60,0,0,0,0,,,
5/2/24,Campaign ABC,AG 61,7.91,0,3,0,,,
5/2/24,Campaign ABC,AG 64,5.42,0,2,0,,,
5/2/24,Campaign ABC,AG 65,0,0,0,0,,,
5/2/24,Campaign ABC,AG 66,43.54,0,16,1,1,1,1
5/2/24,Campaign ABC,AG 67,49.19824,0,7,0,,,
5/2/24,Campaign ABC,AG 71,5.03,0,1,0,,,
5/1/24,Campaign ABC,AG 1,0,0,0,0,,,
5/1/24,Campaign ABC,AG2,0,0,0,0,,,
5/1/24,Campaign ABC,AG 4,26.44,0,4,0,,,
5/1/24,Campaign ABC,AG 5,0,0,0,0,,,
5/1/24,Campaign ABC,AG 6,0,0,0,0,,,
5/1/24,Campaign ABC,AG 7,0,0,0,0,,,
5/1/24,Campaign ABC,AG 8,20.72,0,4,0,,,
5/1/24,Campaign ABC,AG 9,3.64,0,1,0,,,
5/1/24,Campaign ABC,AG 10,7.52,0,2,0,,,
5/1/24,Campaign ABC,AG 11,17.54,0,4,0,1,1,0
5/1/24,Campaign ABC,AG 12,63.56,0,11,2,0,1,0
5/1/24,Campaign ABC,AG 13,3.02,0,1,1,,,
5/1/24,Campaign ABC,AG 14,14.13,0,8,0,0,0,
5/1/24,Campaign ABC,AG 15,4.1,0,1,0,,,
5/1/24,Campaign ABC,AG 16,10.52,0,2,0,0,0,
5/1/24,Campaign ABC,AG 17,20.88,0,7,1,1,0,
5/1/24,Campaign ABC,AG 19,0,0,0,0,,,
5/1/24,Campaign ABC,AG 20,15.49,0,3,0,,,
5/1/24,Campaign ABC,AG 21,98.74,84.37,15,2,1,1,0
5/1/24,Campaign ABC,AG 22,25.61,10.92,4,1,0,1,0
5/1/24,Campaign ABC,AG 23,4.41,0,1,0,,,
5/1/24,Campaign ABC,AG 24,4.71,0,3,0,,,
5/1/24,Campaign ABC,AG 25,72.81,7.96,9,5,0.5,0.5,0.5
5/1/24,Campaign ABC,AG 27,1791.311834,460.45,346,33,0.510204082,0.408163265,0.25
5/1/24,Campaign ABC,AG 28,13.57,0,3,0,,,
5/1/24,Campaign ABC,AG 30,1.15,0,1,0,,,
5/1/24,Campaign ABC,AG 34,180.66,0,49,4,0.75,0,
5/1/24,Campaign ABC,AG 35,68.16,0,30,1,0,0,
5/1/24,Campaign ABC,AG 36,99.69,1609.62,26,5,0.666666667,0.5,0.333333333
5/1/24,Campaign ABC,AG 37,6.06,0,2,0,,,
5/1/24,Campaign ABC,AG 38,0,0,0,0,,,
5/1/24,Campaign ABC,AG 42,0,0,0,0,,,
5/1/24,Campaign ABC,AG 43,116.23,0,71,3,0.5,0.5,1
5/1/24,Campaign ABC,AG 44,16.02,0,6,0,0,0,
5/1/24,Campaign ABC,AG 45,13.11,0,5,0,,,
5/1/24,Campaign ABC,AG 46,36.93,0,8,0,1,0,
5/1/24,Campaign ABC,AG 47,1093.072849,209.23,561,20,0.55,0.314285714,0.090909091
5/1/24,Campaign ABC,AG 48,12.58,0,6,0,,,
5/1/24,Campaign ABC,AG 49,0,0,0,0,,,
5/1/24,Campaign ABC,AG 50,0,0,0,0,,,
5/1/24,Campaign ABC,AG 52,27.79,0,8,1,,,
5/1/24,Campaign ABC,AG 53,4.17,0,2,0,,,
5/1/24,Campaign ABC,AG 54,119.21,22.87,34,2,0.8,0.4,0
5/1/24,Campaign ABC,AG 55,512.365312,163.25,140,20,0.5,0.25,0.166666667
5/1/24,Campaign ABC,AG 56,0,0,0,0,,,
5/1/24,Campaign ABC,AG 57,5.67,0,1,1,1,0,
5/1/24,Campaign ABC,AG 60,0,0,0,0,,,
5/1/24,Campaign ABC,AG 61,25.74,0,5,0,,,
5/1/24,Campaign ABC,AG 64,4.24,0,2,1,0,0,
5/1/24,Campaign ABC,AG 65,5.18,0,1,0,,,
5/1/24,Campaign ABC,AG 66,34.35,0,10,1,1,0,
5/1/24,Campaign ABC,AG 67,24.8,0,6,0,,,
5/1/24,Campaign ABC,AG 71,3.65,0,1,0,,,
5/1/24,Campaign ABC,AG 73,0,0,0,0,,,
4/30/24,Campaign ABC,AG 1,0,0,0,0,,,
4/30/24,Campaign ABC,AG2,0,0,0,0,,,
4/30/24,Campaign ABC,AG 4,47.52,0,9,0,,,
4/30/24,Campaign ABC,AG 5,0,0,0,0,,,
4/30/24,Campaign ABC,AG 6,1.83,0,1,0,,,
4/30/24,Campaign ABC,AG 7,9.14,0,2,0,0,0,
4/30/24,Campaign ABC,AG 8,18.46,0,3,1,0,0,
4/30/24,Campaign ABC,AG 9,5.65,0,2,0,,,
4/30/24,Campaign ABC,AG 10,0,0,0,0,,,
4/30/24,Campaign ABC,AG 11,7.29,0,2,0,,,
4/30/24,Campaign ABC,AG 12,28.95,0,3,0,,,
4/30/24,Campaign ABC,AG 13,1.69,0,2,0,,,
4/30/24,Campaign ABC,AG 14,10.61,0,10,0,,,
4/30/24,Campaign ABC,AG 15,27.55,0,7,0,,,
4/30/24,Campaign ABC,AG 16,14.1,0,2,0,,,
4/30/24,Campaign ABC,AG 17,11.53,0,3,0,,,
4/30/24,Campaign ABC,AG 19,7.34,0,2,1,,,
4/30/24,Campaign ABC,AG 20,19.62,27.43,2,2,1,0.5,0
4/30/24,Campaign ABC,AG 21,208.19,0,34,1,0,0,
4/30/24,Campaign ABC,AG 22,29.11,9.56,6,3,1,1,0.666666667
4/30/24,Campaign ABC,AG 23,36.48,0,10,0,1,0,
4/30/24,Campaign ABC,AG 24,22.1,0,11,0,,,
4/30/24,Campaign ABC,AG 25,79.88,0,10,4,0.5,0.5,0
4/30/24,Campaign ABC,AG 27,1847.733582,1888.46,362,46,0.412698413,0.428571429,0.259259259
4/30/24,Campaign ABC,AG 28,24.91,1.16,5,0,1,1,0
4/30/24,Campaign ABC,AG 30,6.5,0,3,0,,,
4/30/24,Campaign ABC,AG 32,0,0,0,0,,,
4/30/24,Campaign ABC,AG 34,325.773376,103.5,82,4,0.714285714,0.428571429,0
4/30/24,Campaign ABC,AG 35,54.956122,5.12,18,1,0,1,0
4/30/24,Campaign ABC,AG 36,170.92231,28.56,36,1,0,1,0
4/30/24,Campaign ABC,AG 37,9.8,0,1,0,,,
4/30/24,Campaign ABC,AG 38,0,0,0,0,,,
4/30/24,Campaign ABC,AG 42,0,0,0,0,,,
4/30/24,Campaign ABC,AG 43,93.64,65.65,57,1,0.5,0.5,0
4/30/24,Campaign ABC,AG 44,3.1,0,1,0,,,
4/30/24,Campaign ABC,AG 45,23.841447,0,8,0,,,
4/30/24,Campaign ABC,AG 46,27.95,0,5,1,0,0,
4/30/24,Campaign ABC,AG 47,952.016284,3563.73,507,25,0.525,0.375,0.2
4/30/24,Campaign ABC,AG 48,0,0,0,0,,,
4/30/24,Campaign ABC,AG 50,2.98,0,1,0,,,
4/30/24,Campaign ABC,AG 52,82.74,43.47,24,1,0.5,0.5,0
4/30/24,Campaign ABC,AG 53,0,0,0,0,,,
4/30/24,Campaign ABC,AG 54,88.01,0,28,6,0.2,0,
4/30/24,Campaign ABC,AG 55,507.15,4291.89,107,21,0.523809524,0.571428571,0.5
4/30/24,Campaign ABC,AG 57,6.3,0,2,0,,,
4/30/24,Campaign ABC,AG 58,0,0,0,0,,,
4/30/24,Campaign ABC,AG 59,6.23,0,2,0,,,
4/30/24,Campaign ABC,AG 60,1.02,0,1,0,,,
4/30/24,Campaign ABC,AG 61,9.74,0,2,0,,,
4/30/24,Campaign ABC,AG 64,3.35,0,2,0,,,
4/30/24,Campaign ABC,AG 65,0,0,0,0,,,
4/30/24,Campaign ABC,AG 66,27.43,0,10,0,,,
4/30/24,Campaign ABC,AG 67,68.94,483.01,14,1,1,1,1
4/30/24,Campaign ABC,AG 71,4.29,0,1,0,,,
4/29/24,Campaign ABC,AG 1,6.38,0,1,0,,,
4/29/24,Campaign ABC,AG2,0,0,0,0,,,
4/29/24,Campaign ABC,AG 3,0,0,0,0,,,
4/29/24,Campaign ABC,AG 4,47.24,0,7,0,0,0,
4/29/24,Campaign ABC,AG 5,0,0,0,0,,,
4/29/24,Campaign ABC,AG 6,3.79,0,1,0,,,
4/29/24,Campaign ABC,AG 7,9.69,0,1,0,,,
4/29/24,Campaign ABC,AG 8,8.37,122.28,3,1,1,1,1
4/29/24,Campaign ABC,AG 9,14.9,0,6,2,0,0,
4/29/24,Campaign ABC,AG 10,0,0,0,0,,,
4/29/24,Campaign ABC,AG 11,4.54,0,1,0,,,
4/29/24,Campaign ABC,AG 12,13.17,0,3,1,1,0,
4/29/24,Campaign ABC,AG 13,7.64,0,3,0,,,
4/29/24,Campaign ABC,AG 14,18.82,0,8,0,,,
4/29/24,Campaign ABC,AG 15,8.95,0,3,0,,,
4/29/24,Campaign ABC,AG 16,25.23,6104.79,4,2,1,1,1
4/29/24,Campaign ABC,AG 17,1.25,0,1,0,,,
4/29/24,Campaign ABC,AG 19,3.07,0,1,1,1,1,0
4/29/24,Campaign ABC,AG 20,9.64,0,1,0,,,
4/29/24,Campaign ABC,AG 21,246.14,198.33,34,3,1,0.5,1
4/29/24,Campaign ABC,AG 22,21.1,26.03,5,1,0,1,0
4/29/24,Campaign ABC,AG 23,8.04,0,4,0,,,
4/29/24,Campaign ABC,AG 24,7.92,0,7,0,,,
4/29/24,Campaign ABC,AG 25,89.67,8.43,10,4,1,0.75,0
4/29/24,Campaign ABC,AG 27,1505.8538,3112.56,305,36,0.452830189,0.452830189,0.166666667
4/29/24,Campaign ABC,AG 28,15.7,0,4,1,0,0,
4/29/24,Campaign ABC,AG 30,5.24,0,3,0,,,
4/29/24,Campaign ABC,AG 34,222.84,0,53,2,0,0,
4/29/24,Campaign ABC,AG 35,37.74,17.73,15,1,1,0.666666667,0
4/29/24,Campaign ABC,AG 36,113.19,213.43,23,4,0.6,0.4,0.5
4/29/24,Campaign ABC,AG 37,12.76,0,2,1,1,0,
4/29/24,Campaign ABC,AG 38,1.34,0,1,0,,,
4/29/24,Campaign ABC,AG 40,2.59,0,1,0,,,
4/29/24,Campaign ABC,AG 42,0,0,0,0,,,
4/29/24,Campaign ABC,AG 43,75.32,43.64,45,2,0.5,0.5,0
4/29/24,Campaign ABC,AG 44,14.564444,0,7,1,0,0,
4/29/24,Campaign ABC,AG 45,2.18,0,1,0,,,
4/29/24,Campaign ABC,AG 46,6.79,0,3,0,,,
4/29/24,Campaign ABC,AG 47,790.933759,323.1,461,17,0.547619048,0.30952381,0.3
4/29/24,Campaign ABC,AG 48,4.68,0,2,0,0,1,0
4/29/24,Campaign ABC,AG 49,0,0,0,0,,,
4/29/24,Campaign ABC,AG 50,9.04,0,1,1,1,0,
4/29/24,Campaign ABC,AG 52,16.58,0,8,1,0,0,
4/29/24,Campaign ABC,AG 54,69.69,5.87,22,1,0.5,0.5,0
4/29/24,Campaign ABC,AG 55,473.63,131.23,106,10,0.294117647,0.294117647,0.2
4/29/24,Campaign ABC,AG 57,0,0,0,0,,,
4/29/24,Campaign ABC,AG 59,7.82,0,3,0,,,
4/29/24,Campaign ABC,AG 60,2.73,0,1,0,,,
4/29/24,Campaign ABC,AG 61,20.32,0,4,0,,,
4/29/24,Campaign ABC,AG 64,6.31,0,3,0,,,
4/29/24,Campaign ABC,AG 65,7.04,0,1,1,0,0,
4/29/24,Campaign ABC,AG 66,26.55,0,12,0,,,
4/29/24,Campaign ABC,AG 67,42.71,0,7,1,1,0,
4/29/24,Campaign ABC,AG 71,0,0,0,0,,,
4/28/24,Campaign ABC,AG 1,0,0,0,0,,,
4/28/24,Campaign ABC,AG2,0,0,0,0,,,
4/28/24,Campaign ABC,AG 4,6.9,0,2,0,,,
4/28/24,Campaign ABC,AG 6,0,0,0,0,,,
4/28/24,Campaign ABC,AG 7,0,0,0,0,,,
4/28/24,Campaign ABC,AG 8,8.05,24.82,3,1,0,1,0
4/28/24,Campaign ABC,AG 9,0,0,0,0,,,
4/28/24,Campaign ABC,AG 10,0,0,0,0,,,
4/28/24,Campaign ABC,AG 11,4.03,0,1,0,,,
4/28/24,Campaign ABC,AG 12,16.7,0,6,0,,,
4/28/24,Campaign ABC,AG 13,10.76,0,4,0,,,
4/28/24,Campaign ABC,AG 14,13.45,0,7,0,,,
4/28/24,Campaign ABC,AG 15,2.41,0,1,0,,,
4/28/24,Campaign ABC,AG 16,15.43,0,3,0,,,
4/28/24,Campaign ABC,AG 17,9.43,0,1,0,,,
4/28/24,Campaign ABC,AG 20,0,0,0,0,,,
4/28/24,Campaign ABC,AG 21,103.95,0,14,1,0,0,
4/28/24,Campaign ABC,AG 22,12.97,0,2,0,,,
4/28/24,Campaign ABC,AG 23,0,0,0,0,,,
4/28/24,Campaign ABC,AG 24,0,0,0,0,,,
4/28/24,Campaign ABC,AG 25,22.51,0,3,0,,,
4/28/24,Campaign ABC,AG 27,1264.828453,2273.26,292,35,0.695652174,0.52173913,0.25
4/28/24,Campaign ABC,AG 28,19.75,0,8,0,0,0,
4/28/24,Campaign ABC,AG 30,27.68,0,5,0,,,
4/28/24,Campaign ABC,AG 34,133.77,0,34,0,,,
4/28/24,Campaign ABC,AG 35,42.24,0,12,0,1,0,
4/28/24,Campaign ABC,AG 36,102.02,164.34,25,3,0.666666667,0.666666667,0
4/28/24,Campaign ABC,AG 37,2.18,0,1,0,,,
4/28/24,Campaign ABC,AG 38,0,0,0,0,,,
4/28/24,Campaign ABC,AG 40,0,0,0,0,,,
4/28/24,Campaign ABC,AG 42,0,0,0,0,,,
4/28/24,Campaign ABC,AG 43,38.327164,0,24,0,,,
4/28/24,Campaign ABC,AG 44,7.4,0,3,0,,,
4/28/24,Campaign ABC,AG 45,0,0,0,0,,,
4/28/24,Campaign ABC,AG 46,8.91,0,2,0,,,
4/28/24,Campaign ABC,AG 47,553.44,669.74,314,23,0.375,0.37,0.25
4/28/24,Campaign ABC,AG 48,7.91,0,3,0,,,
4/28/24,Campaign ABC,AG 49,0,0,0,0,,,
4/28/24,Campaign ABC,AG 50,9.87,0,1,0,,,
4/28/24,Campaign ABC,AG 51,0,0,0,0,,,
4/28/24,Campaign ABC,AG 52,4.41,0,2,1,1,0,
4/28/24,Campaign ABC,AG 53,0,0,0,0,,,
4/28/24,Campaign ABC,AG 54,81.07,0,24,0,0.333333333,0,
4/28/24,Campaign ABC,AG 55,295.93,287.98,71,6,0.375,0.75,0.666666667
4/28/24,Campaign ABC,AG 56,1.92,0,1,0,,,
4/28/24,Campaign ABC,AG 57,0,0,0,0,,,
4/28/24,Campaign ABC,AG 59,0,0,0,0,,,
4/28/24,Campaign ABC,AG 60,0,0,0,0,,,
4/28/24,Campaign ABC,AG 61,9.85,0,3,0,,,
4/28/24,Campaign ABC,AG 64,13.66,0,3,0,,,
4/28/24,Campaign ABC,AG 65,0,0,0,0,,,
4/28/24,Campaign ABC,AG 66,20.13,0,8,0,,,
4/28/24,Campaign ABC,AG 67,40.52,0,6,2,0.5,0.5,0
4/28/24,Campaign ABC,AG 71,0,0,0,0,,,
4/27/24,Campaign ABC,AG 1,7.71,0,1,0,,,
4/27/24,Campaign ABC,AG2,0,0,0,0,,,
4/27/24,Campaign ABC,AG 4,42.31,472.97,7,0,0.5,0.5,1
4/27/24,Campaign ABC,AG 5,0,0,0,0,,,
4/27/24,Campaign ABC,AG 6,2.94,0,2,0,,,
4/27/24,Campaign ABC,AG 7,0,0,0,0,,,
4/27/24,Campaign ABC,AG 8,8.15,0,2,0,,,
4/27/24,Campaign ABC,AG 9,5.9,0,3,0,,,
4/27/24,Campaign ABC,AG 10,1.84,0,1,0,,,
4/27/24,Campaign ABC,AG 11,7.47,0,2,0,,,
4/27/24,Campaign ABC,AG 12,21.16,0,4,0,,,
4/27/24,Campaign ABC,AG 13,2.73,0,1,0,,,
4/27/24,Campaign ABC,AG 14,6.51,0,5,0,,,
4/27/24,Campaign ABC,AG 15,1.71,0,1,0,,,
4/27/24,Campaign ABC,AG 16,4.32,0,1,0,,,
4/27/24,Campaign ABC,AG 17,1.17,0,1,0,,,
4/27/24,Campaign ABC,AG 20,9.75,0,1,0,,,
4/27/24,Campaign ABC,AG 21,121.01,124.09,17,2,1,1,0
4/27/24,Campaign ABC,AG 22,14.41,0,2,0,,,
4/27/24,Campaign ABC,AG 23,8.89,0,3,0,,,
4/27/24,Campaign ABC,AG 24,5.12,0,2,0,,,
4/27/24,Campaign ABC,AG 25,55.14,0,7,1,0,0,
4/27/24,Campaign ABC,AG 27,678.261688,399.05,166,19,0.461538462,0.461538462,0.166666667
4/27/24,Campaign ABC,AG 28,4.93,0,4,0,,,
4/27/24,Campaign ABC,AG 30,2.12,0,2,0,,,
4/27/24,Campaign ABC,AG 34,121.79,20.38,32,3,0,0.25,0
4/27/24,Campaign ABC,AG 35,30.961745,0,15,0,,,
4/27/24,Campaign ABC,AG 36,96.2955,417.23,26,1,1,1,0.5
4/27/24,Campaign ABC,AG 37,0,0,0,0,,,
4/27/24,Campaign ABC,AG 38,0,0,0,0,,,
4/27/24,Campaign ABC,AG 40,0,0,0,0,,,
4/27/24,Campaign ABC,AG 43,45.27,0,18,0,,,
4/27/24,Campaign ABC,AG 44,1.53,0,1,0,,,
4/27/24,Campaign ABC,AG 45,2.72,0,2,0,,,
4/27/24,Campaign ABC,AG 46,17.05,0,3,1,1,0,
4/27/24,Campaign ABC,AG 47,415.259396,650.5,235,12,0.3,0.35,0.142857143
4/27/24,Campaign ABC,AG 48,5.065454,0,3,0,,,
4/27/24,Campaign ABC,AG 49,0,0,0,0,,,
4/27/24,Campaign ABC,AG 50,19.64,26.6,2,1,1,1,0
4/27/24,Campaign ABC,AG 52,28.77,0,9,0,,,
4/27/24,Campaign ABC,AG 54,39.71,35.37,13,3,0.666666667,0.333333333,0
4/27/24,Campaign ABC,AG 55,251.26,63.01,67,4,0.833333333,0.833333333,0
4/27/24,Campaign ABC,AG 57,7.83,0,1,0,,,
4/27/24,Campaign ABC,AG 60,0,0,0,0,,,
4/27/24,Campaign ABC,AG 61,8.62,0,2,0,,,
4/27/24,Campaign ABC,AG 64,10.15,0,4,0,,,
4/27/24,Campaign ABC,AG 65,9.4,0,1,0,,,
4/27/24,Campaign ABC,AG 66,33.38,0,13,1,1,0,
4/27/24,Campaign ABC,AG 67,64.21,49.67,10,2,1,1,0
4/27/24,Campaign ABC,AG 71,0,0,0,0,,,
4/26/24,Campaign ABC,AG 1,0,0,0,0,,,
4/26/24,Campaign ABC,AG2,0,0,0,0,,,
4/26/24,Campaign ABC,AG 3,3.76,0,1,0,,,
4/26/24,Campaign ABC,AG 4,34.04,5.38,8,1,0,1,0
4/26/24,Campaign ABC,AG 6,7.2,0,1,0,,,
4/26/24,Campaign ABC,AG 7,0,0,0,0,,,
4/26/24,Campaign ABC,AG 8,14.63,0,6,0,,,
4/26/24,Campaign ABC,AG 9,1.4,181.51,1,1,1,1,1
4/26/24,Campaign ABC,AG 10,0,0,0,0,,,
4/26/24,Campaign ABC,AG 11,11.5,0,5,0,,,
4/26/24,Campaign ABC,AG 12,2.33,0,1,0,,,
4/26/24,Campaign ABC,AG 13,2.07,0,2,0,,,
4/26/24,Campaign ABC,AG 14,5.98,0,7,0,,,
4/26/24,Campaign ABC,AG 15,0,0,0,0,,,
4/26/24,Campaign ABC,AG 16,3.78,55.02,2,1,1,1,0
4/26/24,Campaign ABC,AG 17,14.48,0,2,1,1,0,
4/26/24,Campaign ABC,AG 19,0,0,0,0,,,
4/26/24,Campaign ABC,AG 20,9.84,23.83,1,1,1,1,0
4/26/24,Campaign ABC,AG 21,106.57,98.46,16,2,0.666666667,0.666666667,0
4/26/24,Campaign ABC,AG 22,11.3,0,2,0,,,
4/26/24,Campaign ABC,AG 23,1.69,0,1,0,,,
4/26/24,Campaign ABC,AG 24,8.03,0,3,0,,,
4/26/24,Campaign ABC,AG 25,55.99,7.12,9,2,0.666666667,0.666666667,0.5
4/26/24,Campaign ABC,AG 27,858.508296,3678.31,194,21,0.482758621,0.517241379,0.2
4/26/24,Campaign ABC,AG 28,12.46,0,4,0,,,
4/26/24,Campaign ABC,AG 30,1.29,0,1,0,,,
4/26/24,Campaign ABC,AG 34,174.727116,0,45,1,1,0.666666667,0
4/26/24,Campaign ABC,AG 35,27.35,0,8,0,,,
4/26/24,Campaign ABC,AG 36,40.03,0,12,0,1,1,0
4/26/24,Campaign ABC,AG 37,6.59,0,1,0,,,
4/26/24,Campaign ABC,AG 38,0,0,0,0,,,
4/26/24,Campaign ABC,AG 40,10.38,0,2,0,,,
4/26/24,Campaign ABC,AG 42,3.21,0,1,1,0,0,
4/26/24,Campaign ABC,AG 43,67.74,781.63,25,3,0.75,0.5,0.5
4/26/24,Campaign ABC,AG 44,22.3,0,9,0,0,0,
4/26/24,Campaign ABC,AG 45,9.78,0,2,0,,,
4/26/24,Campaign ABC,AG 46,38.52,0,4,0,,,
4/26/24,Campaign ABC,AG 47,438.037297,1060.46,224,13,0.615384615,0.461538462,0.416666667
4/26/24,Campaign ABC,AG 48,0,0,0,0,,,
4/26/24,Campaign ABC,AG 50,0,0,0,0,,,
4/26/24,Campaign ABC,AG 52,14.9,0,5,0,,,
4/26/24,Campaign ABC,AG 54,77.708108,137.95,25,2,0.4,0.4,1
4/26/24,Campaign ABC,AG 55,251.78,5101.72,53,10,0.538461538,0.384615385,0.4
4/26/24,Campaign ABC,AG 56,2.67,0,1,0,,,
4/26/24,Campaign ABC,AG 57,0,0,0,0,,,
4/26/24,Campaign ABC,AG 58,0,0,0,0,,,
4/26/24,Campaign ABC,AG 60,0,0,0,0,,,
4/26/24,Campaign ABC,AG 61,12.12,0,2,1,0,1,0
4/26/24,Campaign ABC,AG 64,2.9,0,2,0,,,
4/26/24,Campaign ABC,AG 65,0,0,0,0,,,
4/26/24,Campaign ABC,AG 66,43.9,0,10,1,,,
4/26/24,Campaign ABC,AG 67,24.62,0,5,0,,,
4/26/24,Campaign ABC,AG 70,0,0,0,0,,,
4/26/24,Campaign ABC,AG 71,4.64,0,1,0,,,
